Unnamed: 0,created_at,text,user_name,user_location,retweet_count,favorite_count
568,13/03/2020 21:00,Out of an abundance of caution during the ongoing coronavirus outbreak Penn State has decided to cancel all summer ,Penn State,University Park PA,4,17
569,13/03/2020 21:00,An event has been held at the University of Sheffield to inspire young schoolgirls to pursue careers in science te ,The Star Sheffield,Sheffield England,0,4
570,13/03/2020 21:00,An event has been held at the University of Sheffield to inspire young schoolgirls to pursue careers in science te ,Alana,Sheffield UK,0,0
571,13/03/2020 20:59,RT QuentinKidd I m a dean at a university that is moving all of its courses online for the next several weeks and in the last two days I ,Trevor Metcalfe demands a contract ,Hampton Roads,8,0
572,13/03/2020 20:59,Australian Catholic University and Brisbane Catholic Education have launched a pilot senior school ,NCECommission,Sydney Australia,0,1
573,13/03/2020 20:58,This has been a long thought process and after having multiple talks with myself God and family Due to a few u ,Deion ,nan,4,13
574,13/03/2020 20:57,RT DerbyTheatre We are thrilled to announced that DerbyTheatre and DerbyUni has been shortlisted for a guardian University Award 2020 ,Stuart Allen,nan,8,0
575,13/03/2020 20:56,RT Alexnunn1 Delighted that our ThisisDerby project with DCCTOfficial DerbyTheatre DerbyUni has been shortlisted in the guard ,Ewen Crilley,Derbyshire ,3,0
576,13/03/2020 20:55,RT NoLore I m gonna keep saying it the university cannot simply mandate online education Professors have the right to decide how to end ,Jesse A Goldberg PhD,Richmond VA,51,0
577,13/03/2020 20:55, Employee at University of Colorado s Boulder campus tests positive for coronavirus via DPEducation boulder ,Rocky Mountain Politics,nan,0,0
578,13/03/2020 20:55,RT eriktorenberg Deep Dive into education Current problems in k 12 amp higher ed Future of k 12 amp higher ed 3 waves of ed tech Op ,Tobias Hikari, ,15,0
579,13/03/2020 20:55,RT theIMEU Rep Paul Gosar R AZ is calling for the Department of Education to investigate the Center for Middle East Studies at the Uni , NoJusticeNoPeace,California USA,2,0
580,13/03/2020 20:54,If online video accessibility is a hot topic at your college or university the resources in these reports will hel ,3Play Media,Boston MA,0,1
581,13/03/2020 20:54,RT CEPattersonJr The ability to adapt to a quickly changing environment amid COVID19 is necessary Exercising CHOICE allows mansfieldU ,Colleen Patterson,Mansfield PA,4,0
582,13/03/2020 20:54,RT David Osland There are millions of impoverished boomers who are still renting and never did get that free university education and p ,Stottierama ,The Old North,143,0
583,13/03/2020 20:53,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams ,Rachel Dillon,Glasgow Scotland,43,0
584,13/03/2020 20:52,RT HistoricaCanada Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools ,Gail Sloane,Halifax Nova Scotia,77,0
585,13/03/2020 20:52,RT khadijasanusi With time the plan was for the books to be inherited by B U K My father wanted university students to have access to ,moukhtar bashir,Kano Nigeria ,532,0
586,13/03/2020 20:52,RT QuentinKidd I m a dean at a university that is moving all of its courses online for the next several weeks and in the last two days I ,mrs brightside,nan,8,0
587,13/03/2020 20:51,RT jacob rukweza THIS YOUNG MAN NEEDS HELP John Nyama is a brilliant young Zimbabwean from Goromonzi who has passed his A Level studies ,Hustler ,Harare Zimbabwe,69,0
588,13/03/2020 20:51,RT khadijasanusi With time the plan was for the books to be inherited by B U K My father wanted university students to have access to ,mamamia ,Federal Capital Territory Nig,532,0
589,13/03/2020 20:50, bayepriori JaneQuaife AlessandraAster JillFilipovic Here s the research blocked by Bath Spa because the univers ,Dr Jane Clare Jones,Brighton UK,0,3
590,13/03/2020 20:50,RT NASAhistory Bettie L White started working for NASA in the 70s and for over 20 years worked in a variety of jobs They included Actin ,Moon To Mars,Seattle Washington ,24,0
591,13/03/2020 20:50,Academic freedom institutional autonomy and democracy University World News ,ESR Info,France,0,0
592,13/03/2020 20:49,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams , I O I G,Oxfordshire,17,0
593,13/03/2020 20:49,RT HistoricaCanada Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools ,NorthBelle ,Canada POSTS MY OWN OPINIONS,77,0
594,13/03/2020 20:49,RT UNICEF Nigeria 100 recent graduates from the Faculty of Education University of Maiduguri have been deployed to provide afternoon edu ,Kabir Maijikkah,Kaura Namoda Nigeria,13,0
595,13/03/2020 20:49,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams ,Oliver Tidman,Edinburgh,43,0
596,13/03/2020 20:49,RT McHughJoeTD Please see below a very powerful message from a Consultant Respiratory Paediatrician at Cork University Hospital This mes ,backseathurler,nan,117,0
597,13/03/2020 20:48,RT eriktorenberg Deep Dive into education Current problems in k 12 amp higher ed Future of k 12 amp higher ed 3 waves of ed tech Op ,Joshua Mitchell,Austin TX,15,0
598,13/03/2020 20:48,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams ,Chris Robinson,Edinburgh,18,0
599,13/03/2020 20:47,RT ADIIIZ1 Imagine a MAN paying his Girlfriend s university tuition FEES or college FEES with hope of MARRYING her after HER education ,Vickdawson007 ,nan,44,0
600,13/03/2020 20:47,UT covid 19 news 1 scientists making progress 2 UT Austin president s family has been infected Our hearts go out ,Captex Commercial,Austin TX,0,0
601,13/03/2020 20:47,RT QuentinKidd I m a dean at a university that is moving all of its courses online for the next several weeks and in the last two days I ,Cristy,nan,8,0
602,13/03/2020 20:46,RT EDP24 Coronavirus UEA students go into self isolation ,jo smith,England United Kingdom,4,0
603,13/03/2020 20:46,RT nseducation The Province is directing public sector employees who travel outside Canada to stay home and self isolate for 14 days afte ,Auburn Eagles,Cole Harbour Nova Scotia,16,0
604,13/03/2020 20:46,RT JPAEJournal Excited to share a new call for papers for a special issue on ethics education to be edited by Jonathan West from the Uni ,MCPoliSci,Mars,8,0
605,13/03/2020 20:46,RT academicpiracy Excited to share that JPAEJournal just released a call for papers for a special issue on ethics education to be edite ,MCPoliSci,Mars,5,0
606,13/03/2020 20:46,RT BBCNWT Salford University has announced all teaching except for final year students will be suspended from Monday ,Kay Kaye,Sunny Runny,9,0
607,13/03/2020 20:45,RT QuentinKidd I m a dean at a university that is moving all of its courses online for the next several weeks and in the last two days I ,zachpruckowski,Leesburg VA,8,0
608,13/03/2020 20:45,RT HistoricaCanada Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools ,PROCEDE s Adult Ed Professional Learning Community,nan,77,0
609,13/03/2020 20:45,RT QuentinKidd I m a dean at a university that is moving all of its courses online for the next several weeks and in the last two days I ,Austin Bogues,nan,8,0
610,13/03/2020 20:45,RT zairej Shit went from Howard University to Education Connection,kpop struggle tweets,NC DC,13,0
611,13/03/2020 20:44,RT QuentinKidd I m a dean at a university that is moving all of its courses online for the next several weeks and in the last two days I ,Activate Virginia,Richmond VA,8,0
612,13/03/2020 20:44,On behalf of his family Jeff Sandefer has asked Hardin Simmons University to remove his family s name from campus ,ReporterNews,Abilene TX,0,1
613,13/03/2020 20:44,RT NCCUSOE NCCU School of Education Awarded 3 7 Million Grant by Regional Educational Coalition to Increase Diversity in School Administ ,Brittany Carter,Raleigh NC,1,0
614,13/03/2020 20:44,RT QuentinKidd I m a dean at a university that is moving all of its courses online for the next several weeks and in the last two days I ,Ryan Murphy demands a contract ,Hampton Roads VA,8,0
615,13/03/2020 20:43,I m a dean at a university that is moving all of its courses online for the next several weeks and in the last two ,Quentin Kidd,Newport News Virginia,8,25
616,13/03/2020 20:43,RT NoLore I m gonna keep saying it the university cannot simply mandate online education Professors have the right to decide how to end ,Aidan,Toronto Ontario,51,0
617,13/03/2020 20:42,RT KJBLoungeTalks Did you know that black men of the African diaspora are most likely to drop out of university In response to these ,Lounge Akademics ,London England,2,0
618,13/03/2020 20:42,RT thebrandonsun All public schools in Manitoba will be closed for three weeks as of March 23 Education Minister Kelvin Goertzen announc ,Western Teachers Association,Morden Manitoba,12,0
619,13/03/2020 20:42, ryanaboyd For any university school college or institution who needs this support please contact me Onli ,Christopher Samai,San Francisco CA,0,0
620,13/03/2020 20:40,Department of Education Restore the Chief as official symbol of University of Illinois Sign the Petition ,Bobby Cinema Series,Maryville MIssouri,0,0
621,13/03/2020 20:40,RT Radboud Uni Until 31 March there will be no education on campus For the time being no exams will be administered either We request ,Hendrik Marks,nan,9,0
622,13/03/2020 20:40,RT zairej Shit went from Howard University to Education Connection,Nia,NY D C,13,0
623,13/03/2020 20:40,RT NASAhistory Bettie L White started working for NASA in the 70s and for over 20 years worked in a variety of jobs They included Actin ,Stand by Humanity,Australia,24,0
624,13/03/2020 20:39,What is distance education WMU Provost Jennifer Bott provides insights into how our faculty will continue to deli ,Western Michigan U,Kalamazoo Mich USA,2,7
625,13/03/2020 20:39,RT David Osland There are millions of impoverished boomers who are still renting and never did get that free university education and p ,Mr G,nan,143,0
626,13/03/2020 20:39, RC55451 Ian313f NBCNews maggieNYT Yes but they also have a lot of issues because of it Look at Canada In the ,Bobbitor,nan,0,0
627,13/03/2020 20:38,RT Truth Creative How do you help a world class university increase conversion Read on to find out what we did to support NewcastleUniL ,Jo Scott,Manchester,1,0
628,13/03/2020 20:38, KTLA The joy of college university grade school high school is the people you meet Online or home schooling doe ,Jack Sanchez,Ventura California,0,0
629,13/03/2020 20:38,RT ReporterNews Citing financial and structural woes Sandefer family requests Hardin Simmons remove name ,Liv Mac ,abi tx ,2,0
630,13/03/2020 20:38,NCCU School of Education Awarded 3 7 Million Grant by Regional Educational Coalition to Increase Diversity in Scho ,NCCU School of Ed,NCCU Durham NC,1,4
631,13/03/2020 20:37,RT RVargasAdvocate Tulane University sophomore died Thursday after accidental fall from dormitory officials say ,Nativenolagal,nan,15,0
632,13/03/2020 20:37,RT RMorrison9 Peter Dutton opened the new University campus at Lawnton on Monday He was one of the guests alongside other state MPs inc , Ron Jones ,Lower Hunter NSW Australia,7,0
633,13/03/2020 20:37,RT ReporterNews Citing financial and structural woes Sandefer family requests Hardin Simmons remove name ,Yadi Pagan ,Valhalla,2,0
634,13/03/2020 20:37,She is currently a professor in the Department of Mining Engineering at the Colorado School of Mines ,Geo Institute of ASCE,Reston Virginia USA,0,0
635,13/03/2020 20:36,Vanderbilt University Medical Center is hiring in Nashville TN Click the link in our bio to apply Child Care Te ,TMJ BNA Educ Jobs,Nashville TN,0,0
636,13/03/2020 20:36,RT DrJennyRose Thank you LancasterUni for taking steps to limit Covid 19 amp keep our community safe WeAreLancaster flatt ,Dr Steffi Doebler,nan,1,0
637,13/03/2020 20:36, NOELonPC mstevens6406 DannyLeon66 TheRightMelissa realDonaldTrump CDCgov The secretary of education has absol ,bilbo1776,Montana USA,0,0
638,13/03/2020 20:36,Happy to announce that I will be going back to KENT STATE UNIVERSITY in the Fall to pursue a master s degree in Hig ,Cark,Toledo OH,0,11
639,13/03/2020 20:36,RT rally4resources They also worked AGAINST 14 Indigenous communities that would ve benefited 40 years of economic benefits 700 ,Mike K ,Alberta Canada,118,0
640,13/03/2020 20:36,RT McHughJoeTD Please see below a very powerful message from a Consultant Respiratory Paediatrician at Cork University Hospital This mes ,Mercy Beaumont,Beaumont Dublin 9 ,117,0
641,13/03/2020 20:35, Thank you LancasterUni for taking steps to limit Covid 19 amp keep our community safe WeAreLancaster ,Dr Jenny Rose,nan,1,6
642,13/03/2020 20:35, AngrierWHStaff I m in Ontario Canada Education Minister just announced all schools in Ontario closing until Apt ,Limeygirl20,Ontario CA,0,0
643,13/03/2020 20:35,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams ,JEAN DUNCAN,EDINBURGH,17,0
644,13/03/2020 20:35,RT gfbertone Half a billion children and youth worldwide are not attending school or university because of COVID19 Here s a list of ope ,Rosalinda Quintieri,Manchester UK,11,0
645,13/03/2020 20:35, FBF to March 13 1639 when Cambridge College changed to Harvard College now University for clergyman John Harvar ,Caldwell Investment Management Ltd ,Toronto Ontario,0,0
646,13/03/2020 20:35,Register for the Youth Advocacy Summit 2020 week long youth leadership event hosted by MiFamiliaVota Education Fu ,OCA Greater Houston,Houston Texas,0,0
647,13/03/2020 20:34,RT NASAhistory Bettie L White started working for NASA in the 70s and for over 20 years worked in a variety of jobs They included Actin ,TrekkieTodd,Myrtle Beach SC,24,0
648,13/03/2020 20:34, BoogerCory CaptRage 5b02f54299e14c2 seanhannity In Louisiana you get free college education by being in the nat ,vote straight red ticket ,USA,0,0
649,13/03/2020 20:34,Citing financial and structural woes Sandefer family requests Hardin Simmons remove name ,ReporterNews,Abilene TX,2,3
650,13/03/2020 20:34,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams ,Lauren Hunter,Edinburgh,17,0
651,13/03/2020 20:34,RT David Osland There are millions of impoverished boomers who are still renting and never did get that free university education and p ,Robert CP,London England,143,0
652,13/03/2020 20:33,Did you miss the 2019 Elevator U Conference hosted by the University of North Carolina at Charlotte If so check o ,Elevator U,nan,0,0
653,13/03/2020 20:32,RT jacob rukweza THIS YOUNG MAN NEEDS HELP John Nyama is a brilliant young Zimbabwean from Goromonzi who has passed his A Level studies ,Mambo Kazonda ,ZW ,69,0
654,13/03/2020 20:32,RT jessykigen Get an international education in Cyprus International University No SAT IELTS or TOEFL required 2019 2020 Spring Seme ,Gregory,South Africa,28,0
655,13/03/2020 20:32,RT karatekinUni As per the decision taken education has been suspended at all universities for 3 weeks starting from Monday March 16 2 ,murat,nan,4,0
656,13/03/2020 20:32,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams ,CFord,nan,43,0
657,13/03/2020 20:31,RT oyostategovt This afternoon Gov Seyi Makinde received the management of University Press PLC on a courtesy visit The team was led ,Kapitan Barbossa ,Earth,10,0
658,13/03/2020 20:31,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams ,Robert R Thomson,nan,43,0
659,13/03/2020 20:31,RT NicolaBarclay Boost your sleep education with an MSc or PgDip in Sleep Medicine from the University of Oxford Accepting applications ,Poole Healthcare Scientists,nan,6,0
660,13/03/2020 20:31,Coronavirus Edinburgh University to move classes online and cancel exams , t d ,nan,0,0
661,13/03/2020 20:31,RT zairej Shit went from Howard University to Education Connection,brent faiyaz stan,Philadelphia PA,13,0
662,13/03/2020 20:30, SearchHc rizwanahmed RmSalih Looking at the stats British Indians tend to have higher levels of university educ ,Bobster Jones,North West England,0,0
663,13/03/2020 20:30,RT Rianneletschert Picture from the crisis board room Deeply impressed by our dedicated academic and support staff who work day and nigh ,Nur America,Eindhoven The Netherlands,8,0
664,13/03/2020 20:30,UBCP ACTRA Meetings in response to the on going concerns regarding the COVID 19 pandemic we are suspending cancelli ,UBCP ACTRA,Vancouver BC,0,2
665,13/03/2020 20:30,RT oyostategovt This afternoon Gov Seyi Makinde received the management of University Press PLC on a courtesy visit The team was led ,Lawal Luqman,Oyo state,10,0
666,13/03/2020 20:30,So my school Mercer University just sent a message out requiring people with compromised immune systems to co ,Joseph Preziosi,Lakeland FL,0,4
667,13/03/2020 20:30,RT DerbyTheatre We are thrilled to announced that DerbyTheatre and DerbyUni has been shortlisted for a guardian University Award 2020 ,Ben ,Nottingham England,8,0
668,13/03/2020 20:30,RT rally4resources They also worked AGAINST 14 Indigenous communities that would ve benefited 40 years of economic benefits 700 ,Radical Honesty,Watching Justin DESTROY Canada,118,0
669,13/03/2020 20:29,RT teachNSW Current mathematics teachers explore new horizons Applications are now open for the Premier s University of Sydney Mathemat ,Paul Wood,Sydney,4,0
670,13/03/2020 20:29, CliveWismayer Icelandic students start university at 20 Maybe that s helps give more breadth to secondary education in remote towns ,Bigyellowcranes,belfast county down,0,0
671,13/03/2020 20:29,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams ,triple factorial,St Andrews Scotland,43,0
672,13/03/2020 20:29,RT nancylevine selectedwisdom Jerry Falwell Jr s Liberty University should be unaccredited by CEPHtweets the national accrediting bod ,Donna Hampton,Roanoke VA,1,0
673,13/03/2020 20:29,RT BBCNWT Salford University has announced all teaching except for final year students will be suspended from Monday ,Zoya Stott,Manchester,9,0
674,13/03/2020 20:29,Congratulations to Brian Lafferty on continuing his Education and Soccer Career at Finlandia University ,Tiger Athletics Activities,nan,0,1
675,13/03/2020 20:28,RT washingtonpost University of Washington switches to virtual classes after staff member tests positive for covid 19 ,Patrishia Avery,California USA,383,0
676,13/03/2020 20:28,Like of course it s farcical You create consumer confidence in spending if the consumer doesn t have to worry abo ,CMDR Chubbbbsy,nan,0,3
677,13/03/2020 20:28, simrans23547770 3 4 In that case you claim the extra points You can use this comparison table to see what your re ,IRCC,Canada,0,0
678,13/03/2020 20:28,RT David Osland There are millions of impoverished boomers who are still renting and never did get that free university education and p ,Oscar Lomax s Undercrackers ,nan,143,0
679,13/03/2020 20:28,This article is part one of UMSU s U of M Budget series detailing the recommendations we have submitted to the Uni ,UMSU,Winnipeg Manitoba,0,1
680,13/03/2020 20:26,RT dailynation Ms Leila Abdi Ali failed to produce her academic certificates for KCPE and KCSE Instead she produced a photocopy of Form ,ann onyango,Nairobi kenya,47,0
681,13/03/2020 20:26,RT CaptainDick12 Canadian scientists make COVID 19 research breakthrough isolating virus Only in Canada These ,James ,Edmonton,28,0
682,13/03/2020 20:26,RT fenrir 71 I guess it s part and parcel for America s evangelicals though HowToEvangelical ,Laquita Christian,Alabama USA,2,0
683,13/03/2020 20:25,RT khadijasanusi With time the plan was for the books to be inherited by B U K My father wanted university students to have access to ,JIMOH,LAGOS NIGERIA,532,0
684,13/03/2020 20:25,RT oyostategovt This afternoon Gov Seyi Makinde received the management of University Press PLC on a courtesy visit The team was led ,Mustapha Abeeb,nan,10,0
685,13/03/2020 20:25,RT teachNSW Current mathematics teachers explore new horizons Applications are now open for the Premier s University of Sydney Mathemat ,Kathy Powzun,nan,4,0
686,13/03/2020 20:25,RT eriktorenberg Deep Dive into education Current problems in k 12 amp higher ed Future of k 12 amp higher ed 3 waves of ed tech Op ,Huge Merk,nan,15,0
687,13/03/2020 20:25,RT Radboud Uni Until 31 March there will be no education on campus For the time being no exams will be administered either We request ,Sascha Caron,nan,9,0
688,13/03/2020 20:25,RT NeuroRebel ActuallyAutistic AskingAutistics what made education difficult for you If you went on to university higher education ,Neurodivergent Rebel ,Austin TX,17,0
689,13/03/2020 20:25,RT Radboud Uni Until 31 March there will be no education on campus For the time being no exams will be administered either We request ,Dorine Gebbink,Nijmegen The Netherlands,9,0
690,13/03/2020 20:24,RT karen stockin MasseyUni discussion document states Auckland would lose ALL Natural Sciences and be left with only with Information Sc ,Luis Ortiz Catedral,Auckland New Zealand ,1,0
691,13/03/2020 20:24,RT rally4resources They also worked AGAINST 14 Indigenous communities that would ve benefited 40 years of economic benefits 700 ,Mike,nan,118,0
692,13/03/2020 20:24,RT DerbyUniVC Delighted for DerbyUni to be shortlisted in the Social and Community Impact category of The Guardian University Awards 202 ,DerbyOpportunityArea,Derby UK,9,0
693,13/03/2020 20:23,RT Rianneletschert Picture from the crisis board room Deeply impressed by our dedicated academic and support staff who work day and nigh ,Annabel ,Maastricht the Netherlands,8,0
694,13/03/2020 20:23,RT NORTHWEST LIONS Congratulations to Erica Schamel for signing with Pittsburgh State University to continue her education and run track ,Joe,stl,4,0
695,13/03/2020 20:23,RT David Osland There are millions of impoverished boomers who are still renting and never did get that free university education and p ,ian achoo,Belfast,143,0
696,13/03/2020 20:23,With all the bad virus talk going around I thought I d share some good news I M GOING TO BE A WILDCAT I am 100 ,morgan dechene,nan,0,1
697,13/03/2020 20:23,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams ,Bruntsfield Minx,Edinburgh Scotland Europe ,17,0
698,13/03/2020 20:22,RT zairej Shit went from Howard University to Education Connection, ,nan,13,0
699,13/03/2020 20:22,The cancellation of in person classes is severely degrading the value of the education that we AU students pay fo ,Max Laro,Washington DC,1,3
700,13/03/2020 20:21, MasseyUni discussion document states Auckland would lose ALL Natural Sciences and be left with only with Informati ,Karen Stockin,Greenhithe Auckland,1,2
701,13/03/2020 20:21,RT zairej Shit went from Howard University to Education Connection,EMBEZAWLD ,Dance studio,13,0
702,13/03/2020 20:20,RT Radboud Uni Until 31 March there will be no education on campus For the time being no exams will be administered either We request ,Mascha legel,nan,9,0
703,13/03/2020 20:20,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams , Alan Alexander ,Scotland UK,17,0
704,13/03/2020 20:20,RT HistoricaCanada Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools ,Ms E ,Manitoba Canada,77,0
705,13/03/2020 20:20, real defender realDonaldTrump Free stuff here s our people s bailout Trumps made us a ,IRONMAN ,nan,0,0
706,13/03/2020 20:20,RT David Osland There are millions of impoverished boomers who are still renting and never did get that free university education and p ,Dave Smith,London England,143,0
707,13/03/2020 20:19,Amazingly one of the stupidest COVID19 stories I ve heard comes from University College Cork who have pulled all ,Three Little Birds ,Safe European Home,0,2
708,13/03/2020 20:19,RT jessykigen Get an international education in Cyprus International University No SAT IELTS or TOEFL required 2019 2020 Spring Seme ,JASPER,Saskatchewan Canada,3,0
709,13/03/2020 20:19,RT thebrandonsun All public schools in Manitoba will be closed for three weeks as of March 23 Education Minister Kelvin Goertzen announc ,Tyler Woods,nan,12,0
710,13/03/2020 20:19,RT jessykigen Get an international education in Cyprus International University No SAT IELTS or TOEFL required 2019 2020 Spring Seme ,Muchangi jamali ,Eldoret kenya,28,0
711,13/03/2020 20:18,RT jessykigen Get an international education in Cyprus International University No SAT IELTS or TOEFL required 2019 2020 Spring Seme ,JK Films ,Cyprus,28,0
712,13/03/2020 20:18,On the negative side this pretty much confirms my education was a waste of time On the bright side I can now put ,J03G4M3R 5 lost ghost ,nan,0,1
713,13/03/2020 20:18,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams ,Robbie Court,Edinburgh,17,0
714,13/03/2020 20:18, NomzamoMbatha MapsMaponyane The problem with SA quality of education A university graduate saying lie in it ,People s dialogue,Kimberley South Africa,0,0
715,13/03/2020 20:17,RT CEPattersonJr The ability to adapt to a quickly changing environment amid COVID19 is necessary Exercising CHOICE allows mansfieldU ,John G Maslar,Mansfield PA,4,0
716,13/03/2020 20:16,Virginia State University All classes are canceled for the week of March 16 20 2020 Effective March 23 2020 Vi ,Art Fridrich,Chesterfield VA,0,0
717,13/03/2020 20:16,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams ,CarFan,nan,17,0
718,13/03/2020 20:16,RT UWankings AstroMikeMerri seis matters timeshighered LizzieGadd Absolutely Not least because as the people who run and promote th ,Bernard Rentier,Li ge Wallonie,4,0
719,13/03/2020 20:16,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams ,CarFan,nan,18,0
720,13/03/2020 20:16,RT BBCNWT Salford University has announced all teaching except for final year students will be suspended from Monday ,Theresa Travis,manchester,9,0
721,13/03/2020 20:15,RT JPAEJournal Excited to share a new call for papers for a special issue on ethics education to be edited by Jonathan West from the Uni ,Dr Stephanie Dolamore,Baltimore MD,8,0
722,13/03/2020 20:15,RT HistoricaCanada Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools ,Anne JW ,nan,77,0
723,13/03/2020 20:15,RT CEPattersonJr The ability to adapt to a quickly changing environment amid COVID19 is necessary Exercising CHOICE allows mansfieldU ,Mansfield University,Mansfield PA,4,0
724,13/03/2020 20:15,RT David Osland There are millions of impoverished boomers who are still renting and never did get that free university education and p ,Cheeky M,People s Republic of China,143,0
725,13/03/2020 20:15,RT LarkinPowell Some good news during a rough week The 14th Biennial Conference on University Education in Natural Resources will be ,Center for Grassland Studies,nan,2,0
726,13/03/2020 20:15,RT Bschackner Learning at home during a pandemic Why this state university is keeping its dorms open in a part of Pennsylvania where con ,Pittsburgh Post Gazette,Pittsburgh Pa ,4,0
727,13/03/2020 20:15,RT zairej Shit went from Howard University to Education Connection,Brok College Studebt,Washington DC,13,0
728,13/03/2020 20:14,The ability to adapt to a quickly changing environment amid COVID19 is necessary Exercising CHOICE allows ,Charles Patterson,Mansfield PA,4,14
729,13/03/2020 20:14,RT Radboud Uni Until 31 March there will be no education on campus For the time being no exams will be administered either We request ,Der Namenlose,nan,9,0
730,13/03/2020 20:14,RT reporterdavidj University of Michigan cancels spring commencement for 2020 graduates via freep,jhritz,Ann Arbor MI,4,0
731,13/03/2020 20:12,RT BBCNWT Salford University has announced all teaching except for final year students will be suspended from Monday ,Dianne Gilmore,Bury,9,0
732,13/03/2020 20:12,RT Rianneletschert Picture from the crisis board room Deeply impressed by our dedicated academic and support staff who work day and nigh ,Poppe Wijnsma,nan,8,0
733,13/03/2020 20:12, IminHisbook MoltenFire17 IS HER IGNORANCE BLISS AM ASHAMED OF HER LACK OF REASONING amp LOGIC BOSTON UNIVERS , june renner spence ,TN TRUMP NRA ,0,0
734,13/03/2020 20:11,RT TheGordonFdn The reenactment of the signing of a Peace and Friendship Treaty was staged to educate people about the treaties of the 17 ,Jane Glassco Northern Fellows,nan,1,0
735,13/03/2020 20:11,Until 31 March there will be no education on campus For the time being no exams will be administered either We ,Radboud University,Nijmegen Netherlands,9,5
736,13/03/2020 20:11,The reenactment of the signing of a Peace and Friendship Treaty was staged to educate people about the treaties of ,The Gordon Foundation,Toronto Ontario,1,1
737,13/03/2020 20:11,RT rally4resources They also worked AGAINST 14 Indigenous communities that would ve benefited 40 years of economic benefits 700 ,CB Energy Marketing,Calgary Alberta,118,0
738,13/03/2020 20:10,RT BrianWestlake3 Setophaga9 nicolasDenver HallbertCG GillesnFio MLeiter42 DieterFrikadell wlbeeton davidyoung13 TheDisproof Se ,heisenburgal2o3 gmail com,nan,1,0
739,13/03/2020 20:10,RT BBCNWT Salford University has announced all teaching except for final year students will be suspended from Monday ,Solmaz Rohani,Manchester England,9,0
740,13/03/2020 20:10,RT carolinefiennes When Cambridge University closed in 1665 because of The Plague one of its students a certain Isaac Newton had time ,W Scott Richardson,nan,3,0
741,13/03/2020 20:10, ib im not writing your exams truthfully if i cant take them in may fuck the credit i ll have bigger issues like ,miranda,nan,0,3
742,13/03/2020 20:09,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams ,Jock McDonnell,nan,17,0
743,13/03/2020 20:09,RT NicolaBarclay Boost your sleep education with an MSc or PgDip in Sleep Medicine from the University of Oxford Accepting applications ,ARTP Chair,Lichfield England,6,0
744,13/03/2020 20:09, Ag teachers face the challenge of adapting their practices to meet the needs of the changing world and growing pop ,University of Wyoming College of Education,Laramie WY,0,0
745,13/03/2020 20:09,RT BBCNWT Salford University has announced all teaching except for final year students will be suspended from Monday ,Neal Ashwangler,not quite wigan,9,0
746,13/03/2020 20:08,God bless Abdullahi Kano University of Civic Education and P H E ,Salvatore ,space station ,0,2
747,13/03/2020 20:07,RT NicolaBarclay Boost your sleep education with an MSc or PgDip in Sleep Medicine from the University of Oxford Accepting applications ,ANS,UK,6,0
748,13/03/2020 20:06,RT edinburghpaper Coronavirus Edinburgh University to move classes online and cancel exams ,Julie Ashworth,Edinburgh,18,0
749,13/03/2020 20:06,RT paul kordieh Being blind or deaf alone can be very challenging at times How about having the two deaf blind My guest today on Liv ,TJ ,Accra Ghana,3,0
750,13/03/2020 20:05,RT BBCNWT Salford University has announced all teaching except for final year students will be suspended from Monday ,Nicola McNicholls,Manchester England,9,0
751,13/03/2020 20:05,Photo By Josh Applegate Unsplash weddingcake weddings bigbrother celebrity healthcarelaw law humanity ,Limoncello Catering,Shoreditch London,0,1
752,13/03/2020 20:05, Lamey27 SanjG1 BBCr4today MishalHusain Meaning since you like researching and stats why don t you research the ,HC,London England,0,0
753,13/03/2020 20:04,RT jacob rukweza THIS YOUNG MAN NEEDS HELP John Nyama is a brilliant young Zimbabwean from Goromonzi who has passed his A Level studies ,zazu,Pretoria South Africa,69,0
754,13/03/2020 20:03,RT oyostategovt This afternoon Gov Seyi Makinde received the management of University Press PLC on a courtesy visit The team was led ,Adesola JB,Ibadan Nigeria,10,0
